"id_zona_pnl";"cdmunibge";"nome_zona";"cdmunmdic";"idvisum_mr";"nmmr_pnl";"ufpnl";"regiao";"pais";"continente";"longitude";"latitude"
242;4306957;Entre Rios do Sul;4306957;428;Erechim;RS;Sul;Brasil;America do Sul;-52.726852;-27.519028
243;4306973;Erebango;4306973;428;Erechim;RS;Sul;Brasil;America do Sul;-52.318188;-27.829327
244;4307005;Erechim;4307005;428;Erechim;RS;Sul;Brasil;America do Sul;-52.25781;-27.643337
245;4307054;Ernestina;4307054;439;Passo Fundo;RS;Sul;Brasil;America do Sul;-52.554455;-28.420923
246;4307104;Herval;4307104;433;Jaguarao;RS;Sul;Brasil;America do Sul;-53.401474;-32.02143
247;4307203;Erval Grande;4307203;428;Erechim;RS;Sul;Brasil;America do Sul;-52.580856;-27.351408
248;4307302;Erval Seco;4307302;429;Frederico Westphalen;RS;Sul;Brasil;America do Sul;-53.51976;-27.513294
249;4307450;Esperança do Sul;4307450;452;Tres Passos;RS;Sul;Brasil;America do Sul;-54.009136;-27.328222
250;4307500;Espumoso;4307500;427;Cruz Alta;RS;Sul;Brasil;America do Sul;-52.82706;-28.864145
251;4307559;Estação;4307559;428;Erechim;RS;Sul;Brasil;America do Sul;-52.289963;-27.928556
252;4307807;Estrela;4307807;434;Lajeado-Estrela;RS;Sul;Brasil;America do Sul;-51.920002;-29.5093
253;4307815;Estrela Velha;4307815;444;Santa Cruz do Sul;RS;Sul;Brasil;America do Sul;-53.17858;-29.22409
254;4307831;Eugênio de Castro;4307831;448;Santo Angelo;RS;Sul;Brasil;America do Sul;-54.244343;-28.565962
255;4307864;Fagundes Varela;4307864;425;Caxias do Sul;RS;Sul;Brasil;America do Sul;-51.717487;-28.88658
256;4308003;Faxinal do Soturno;4308003;442;Restinga Seca;RS;Sul;Brasil;America do Sul;-53.462883;-29.557934
257;4308052;Faxinalzinho;4308052;428;Erechim;RS;Sul;Brasil;America do Sul;-52.67614;-27.37531
258;4308078;Fazenda Vilanova;4308078;434;Lajeado-Estrela;RS;Sul;Brasil;America do Sul;-51.83854;-29.589125
259;4308250;Floriano Peixoto;4308250;428;Erechim;RS;Sul;Brasil;America do Sul;-52.04518;-27.858131
260;4308300;Fontoura Xavier;4308300;451;Soledade;RS;Sul;Brasil;America do Sul;-52.37791;-29.008553
261;4308409;Formigueiro;4308409;442;Restinga Seca;RS;Sul;Brasil;America do Sul;-53.505978;-29.97598
262;4308433;Forquetinha;4308433;434;Lajeado-Estrela;RS;Sul;Brasil;America do Sul;-52.12547;-29.388805
263;4308458;Fortaleza dos Valos;4308458;427;Cruz Alta;RS;Sul;Brasil;America do Sul;-53.275555;-28.895212
264;4308508;Frederico Westphalen;4308508;429;Frederico Westphalen;RS;Sul;Brasil;America do Sul;-53.35982;-27.340384
265;4308607;Garibaldi;4308607;425;Caxias do Sul;RS;Sul;Brasil;America do Sul;-51.581917;-29.241459
266;4308656;Garruchos;4308656;423;Campanha Ocidental;RS;Sul;Brasil;America do Sul;-55.53869;-28.233862
267;4308706;Gaurama;4308706;428;Erechim;RS;Sul;Brasil;America do Sul;-52.115585;-27.598679
268;4308805;General Câmara;4308805;449;Sao Jeronimo;RS;Sul;Brasil;America do Sul;-51.916294;-29.865368
269;4308854;Gentil;4308854;439;Passo Fundo;RS;Sul;Brasil;America do Sul;-52.03954;-28.386497
270;4308904;Getúlio Vargas;4308904;428;Erechim;RS;Sul;Brasil;America do Sul;-52.180305;-27.85258
271;4309001;Giruá;4309001;448;Santo Angelo;RS;Sul;Brasil;America do Sul;-54.29908;-28.03003
272;4309126;Gramado dos Loureiros;4309126;429;Frederico Westphalen;RS;Sul;Brasil;America do Sul;-52.914917;-27.445688
273;4309159;Gramado Xavier;4309159;444;Santa Cruz do Sul;RS;Sul;Brasil;America do Sul;-52.60068;-29.288986
274;4309258;Guabiju;4309258;431;Guapore;RS;Sul;Brasil;America do Sul;-51.65998;-28.57792
275;4309407;Guaporé;4309407;431;Guapore;RS;Sul;Brasil;America do Sul;-51.904396;-28.85502
276;4309506;Guarani das Missões;4309506;426;Cerro Largo;RS;Sul;Brasil;America do Sul;-54.58653;-28.168036
277;4309571;Herveiras;4309571;444;Santa Cruz do Sul;RS;Sul;Brasil;America do Sul;-52.669373;-29.441519
278;4309605;Horizontina;4309605;452;Tres Passos;RS;Sul;Brasil;America do Sul;-54.298073;-27.590696
279;4309654;Hulha Negra;4309654;422;Campanha Meridional;RS;Sul;Brasil;America do Sul;-53.88948;-31.447878
280;4309704;Humaitá;4309704;452;Tres Passos;RS;Sul;Brasil;America do Sul;-53.979618;-27.574194
281;4309753;Ibarama;4309753;444;Santa Cruz do Sul;RS;Sul;Brasil;America do Sul;-53.166264;-29.418455
282;4309803;Ibiaçá;4309803;443;Sananduva;RS;Sul;Brasil;America do Sul;-51.787163;-28.102316
283;4309902;Ibiraiaras;4309902;439;Passo Fundo;RS;Sul;Brasil;America do Sul;-51.629623;-28.381931
284;4309951;Ibirapuitã;4309951;451;Soledade;RS;Sul;Brasil;America do Sul;-52.442394;-28.625826
285;4310009;Ibirubá;4310009;427;Cruz Alta;RS;Sul;Brasil;America do Sul;-53.17228;-28.59493
286;4310207;Ijuí;4310207;432;Ijui;RS;Sul;Brasil;America do Sul;-53.895058;-28.320723
287;4310306;Ilópolis;4310306;431;Guapore;RS;Sul;Brasil;America do Sul;-52.13116;-28.931059
288;4310363;Imigrante;4310363;434;Lajeado-Estrela;RS;Sul;Brasil;America do Sul;-51.77538;-29.345821
289;4310405;Independência;4310405;446;Santa Rosa;RS;Sul;Brasil;America do Sul;-54.180405;-27.901625
290;4310413;Inhacorá;4310413;432;Ijui;RS;Sul;Brasil;America do Sul;-54.030373;-27.902836
291;4310462;Ipiranga do Sul;4310462;428;Erechim;RS;Sul;Brasil;America do Sul;-52.418236;-27.931274
292;4310504;Iraí;4310504;429;Frederico Westphalen;RS;Sul;Brasil;America do Sul;-53.241417;-27.249146
293;4310538;Itaara;4310538;445;Santa Maria;RS;Sul;Brasil;America do Sul;-53.76204;-29.576948
294;4310553;Itacurubi;4310553;447;Santiago;RS;Sul;Brasil;America do Sul;-55.267326;-28.809998
295;4310579;Itapuca;4310579;431;Guapore;RS;Sul;Brasil;America do Sul;-52.195568;-28.77574
296;4310603;Itaqui;4310603;423;Campanha Ocidental;RS;Sul;Brasil;America do Sul;-56.17566;-29.213734
297;4310702;Itatiba do Sul;4310702;428;Erechim;RS;Sul;Brasil;America do Sul;-52.47754;-27.356192
298;4310751;Ivorá;4310751;442;Restinga Seca;RS;Sul;Brasil;America do Sul;-53.583633;-29.51357
299;4310850;Jaboticaba;4310850;424;Carazinho;RS;Sul;Brasil;America do Sul;-53.26422;-27.62972
300;4310876;Jacuizinho;4310876;427;Cruz Alta;RS;Sul;Brasil;America do Sul;-53.014126;-29.035347
301;4310900;Jacutinga;4310900;428;Erechim;RS;Sul;Brasil;America do Sul;-52.54706;-27.786982
302;4311007;Jaguarão;4311007;433;Jaguarao;RS;Sul;Brasil;America do Sul;-53.335583;-32.41023
303;4311106;Jaguari;4311106;445;Santa Maria;RS;Sul;Brasil;America do Sul;-54.648952;-29.458658
304;4311130;Jari;4311130;447;Santiago;RS;Sul;Brasil;America do Sul;-54.298466;-29.292109
305;4311155;Jóia;4311155;427;Cruz Alta;RS;Sul;Brasil;America do Sul;-54.15452;-28.766731
306;4311205;Júlio de Castilhos;4311205;447;Santiago;RS;Sul;Brasil;America do Sul;-53.652298;-29.258398
307;4311239;Lagoa Bonita do Sul;4311239;444;Santa Cruz do Sul;RS;Sul;Brasil;America do Sul;-53.042137;-29.502869
308;4311254;Lagoão;4311254;451;Soledade;RS;Sul;Brasil;America do Sul;-52.787674;-29.238615
309;4311270;Lagoa dos Três Cantos;4311270;437;Nao-Me-Toque;RS;Sul;Brasil;America do Sul;-52.834152;-28.57094
310;4311403;Lajeado;4311403;434;Lajeado-Estrela;RS;Sul;Brasil;America do Sul;-52.007347;-29.444073
311;4311429;Lajeado do Bugre;4311429;424;Carazinho;RS;Sul;Brasil;America do Sul;-53.20602;-27.703274
312;4311502;Lavras do Sul;4311502;422;Campanha Meridional;RS;Sul;Brasil;America do Sul;-54.153656;-30.772118
313;4311601;Liberato Salzano;4311601;429;Frederico Westphalen;RS;Sul;Brasil;America do Sul;-53.063873;-27.549524
314;4311700;Machadinho;4311700;443;Sananduva;RS;Sul;Brasil;America do Sul;-51.67401;-27.587004
315;4311718;Maçambará;4311718;423;Campanha Ocidental;RS;Sul;Brasil;America do Sul;-55.774963;-29.06619
316;4311759;Manoel Viana;4311759;423;Campanha Ocidental;RS;Sul;Brasil;America do Sul;-55.556908;-29.42838
317;4311791;Maratá;4311791;436;Montenegro;RS;Sul;Brasil;America do Sul;-51.550236;-29.548494
318;4311809;Marau;4311809;439;Passo Fundo;RS;Sul;Brasil;America do Sul;-52.268852;-28.455368
319;4311908;Marcelino Ramos;4311908;428;Erechim;RS;Sul;Brasil;America do Sul;-51.950645;-27.478516
320;4311981;Mariana Pimentel;4311981;441;Porto Alegre;RS;Sul;Brasil;America do Sul;-51.584064;-30.314268
321;4312005;Mariano Moro;4312005;428;Erechim;RS;Sul;Brasil;America do Sul;-52.168518;-27.342506
322;4312054;Marques de Souza;4312054;434;Lajeado-Estrela;RS;Sul;Brasil;America do Sul;-52.148773;-29.289751
323;4312104;Mata;4312104;445;Santa Maria;RS;Sul;Brasil;America do Sul;-54.46872;-29.538937
324;4312138;Mato Castelhano;4312138;439;Passo Fundo;RS;Sul;Brasil;America do Sul;-52.198284;-28.278307
325;4312153;Mato Leitão;4312153;444;Santa Cruz do Sul;RS;Sul;Brasil;America do Sul;-52.135838;-29.525154
326;4312179;Mato Queimado;4312179;426;Cerro Largo;RS;Sul;Brasil;America do Sul;-54.656345;-28.243507
327;4312203;Maximiliano de Almeida;4312203;443;Sananduva;RS;Sul;Brasil;America do Sul;-51.815453;-27.603882
328;4312252;Minas do Leão;4312252;449;Sao Jeronimo;RS;Sul;Brasil;America do Sul;-52.077915;-30.074724
329;4312302;Miraguaí;4312302;452;Tres Passos;RS;Sul;Brasil;America do Sul;-53.746113;-27.490656
330;4312351;Montauri;4312351;431;Guapore;RS;Sul;Brasil;America do Sul;-52.050087;-28.669895
331;4312385;Monte Belo do Sul;4312385;425;Caxias do Sul;RS;Sul;Brasil;America do Sul;-51.65169;-29.14028
332;4312427;Mormaço;4312427;451;Soledade;RS;Sul;Brasil;America do Sul;-52.66189;-28.693796
333;4312450;Morro Redondo;4312450;440;Pelotas;RS;Sul;Brasil;America do Sul;-52.63775;-31.63715
334;4312609;Muçum;4312609;434;Lajeado-Estrela;RS;Sul;Brasil;America do Sul;-51.815567;-29.140423
335;4312625;Muliterno;4312625;439;Passo Fundo;RS;Sul;Brasil;America do Sul;-51.776905;-28.32697
336;4312658;Não-Me-Toque;4312658;437;Nao-Me-Toque;RS;Sul;Brasil;America do Sul;-52.824913;-28.459417
337;4312674;Nicolau Vergueiro;4312674;439;Passo Fundo;RS;Sul;Brasil;America do Sul;-52.448402;-28.520975
338;4312708;Nonoai;4312708;429;Frederico Westphalen;RS;Sul;Brasil;America do Sul;-52.85726;-27.369495
339;4312757;Nova Alvorada;4312757;431;Guapore;RS;Sul;Brasil;America do Sul;-52.171368;-28.708021
340;4312807;Nova Araçá;4312807;431;Guapore;RS;Sul;Brasil;America do Sul;-51.746113;-28.651426
341;4312906;Nova Bassano;4312906;431;Guapore;RS;Sul;Brasil;America do Sul;-51.75413;-28.726
342;4312955;Nova Boa Vista;4312955;424;Carazinho;RS;Sul;Brasil;America do Sul;-52.979492;-27.99706
343;4313003;Nova Bréscia;4313003;434;Lajeado-Estrela;RS;Sul;Brasil;America do Sul;-52.035305;-29.222183
344;4313011;Nova Candelária;4313011;452;Tres Passos;RS;Sul;Brasil;America do Sul;-54.124847;-27.595808
345;4313037;Nova Esperança do Sul;4313037;445;Santa Maria;RS;Sul;Brasil;America do Sul;-54.82154;-29.40334
346;4313102;Nova Palma;4313102;442;Restinga Seca;RS;Sul;Brasil;America do Sul;-53.41632;-29.433483
347;4313300;Nova Prata;4313300;431;Guapore;RS;Sul;Brasil;America do Sul;-51.608456;-28.760862
348;4313334;Nova Ramada;4313334;432;Ijui;RS;Sul;Brasil;America do Sul;-53.703545;-28.076412
349;4313391;Novo Cabrais;4313391;419;Cachoeira do Sul;RS;Sul;Brasil;America do Sul;-52.99551;-29.760406
350;4313425;Novo Machado;4313425;446;Santa Rosa;RS;Sul;Brasil;America do Sul;-54.536972;-27.54494
351;4313441;Novo Tiradentes;4313441;429;Frederico Westphalen;RS;Sul;Brasil;America do Sul;-53.16712;-27.561813
352;4313466;Novo Xingu;4313466;429;Frederico Westphalen;RS;Sul;Brasil;America do Sul;-53.057884;-27.744608
353;4313490;Novo Barreiro;4313490;424;Carazinho;RS;Sul;Brasil;America do Sul;-53.115894;-27.899565
354;4313607;Paim Filho;4313607;443;Sananduva;RS;Sul;Brasil;America do Sul;-51.780296;-27.722126
355;4313706;Palmeira das Missões;4313706;424;Carazinho;RS;Sul;Brasil;America do Sul;-53.38211;-27.940155
356;4313805;Palmitinho;4313805;429;Frederico Westphalen;RS;Sul;Brasil;America do Sul;-53.587643;-27.327927
357;4313904;Panambi;4313904;432;Ijui;RS;Sul;Brasil;America do Sul;-53.507423;-28.329985
358;4313953;Pantano Grande;4313953;419;Cachoeira do Sul;RS;Sul;Brasil;America do Sul;-52.37096;-30.257757
359;4314001;Paraí;4314001;431;Guapore;RS;Sul;Brasil;America do Sul;-51.788593;-28.601007
360;4314027;Paraíso do Sul;4314027;419;Cachoeira do Sul;RS;Sul;Brasil;America do Sul;-53.121384;-29.696474
361;4314068;Passa Sete;4314068;444;Santa Cruz do Sul;RS;Sul;Brasil;America do Sul;-52.87043;-29.439543
362;4314076;Passo do Sobrado;4314076;419;Cachoeira do Sul;RS;Sul;Brasil;America do Sul;-52.245136;-29.75926
363;4314100;Passo Fundo;4314100;439;Passo Fundo;RS;Sul;Brasil;America do Sul;-52.452465;-28.268974
364;4314134;Paulo Bento;4314134;428;Erechim;RS;Sul;Brasil;America do Sul;-52.39532;-27.71032
365;4314159;Paverama;4314159;434;Lajeado-Estrela;RS;Sul;Brasil;America do Sul;-51.72835;-29.569265
366;4314175;Pedras Altas;4314175;450;Serras de Sudeste;RS;Sul;Brasil;America do Sul;-53.69105;-31.839106
367;4314209;Pedro Osório;4314209;440;Pelotas;RS;Sul;Brasil;America do Sul;-52.872616;-31.960407
368;4314308;Pejuçara;4314308;432;Ijui;RS;Sul;Brasil;America do Sul;-53.593502;-28.45437
369;4314407;Pelotas;4314407;440;Pelotas;RS;Sul;Brasil;America do Sul;-52.341156;-31.581167
370;4314456;Pinhal;4314456;424;Carazinho;RS;Sul;Brasil;America do Sul;-53.23505;-27.528965
371;4314472;Pinhal Grande;4314472;447;Santiago;RS;Sul;Brasil;America do Sul;-53.335808;-29.291897
372;4314498;Pinheirinho do Vale;4314498;429;Frederico Westphalen;RS;Sul;Brasil;America do Sul;-53.633957;-27.22183
373;4314506;Pinheiro Machado;4314506;450;Serras de Sudeste;RS;Sul;Brasil;America do Sul;-53.413425;-31.405363
374;4314555;Pirapó;4314555;448;Santo Angelo;RS;Sul;Brasil;America do Sul;-55.244156;-28.06553
375;4314605;Piratini;4314605;450;Serras de Sudeste;RS;Sul;Brasil;America do Sul;-53.103226;-31.438938
376;4314704;Planalto;4314704;429;Frederico Westphalen;RS;Sul;Brasil;America do Sul;-53.078087;-27.335314
377;4314753;Poço das Antas;4314753;436;Montenegro;RS;Sul;Brasil;America do Sul;-51.640816;-29.446117
378;4314779;Pontão;4314779;439;Passo Fundo;RS;Sul;Brasil;America do Sul;-52.6415;-28.036701
379;4314787;Ponte Preta;4314787;428;Erechim;RS;Sul;Brasil;America do Sul;-52.506035;-27.654879
380;4315008;Porto Lucena;4315008;446;Santa Rosa;RS;Sul;Brasil;America do Sul;-54.95905;-27.850767
381;4315057;Porto Mauá;4315057;446;Santa Rosa;RS;Sul;Brasil;America do Sul;-54.65705;-27.591902
382;4315073;Porto Vera Cruz;4315073;446;Santa Rosa;RS;Sul;Brasil;America do Sul;-54.891075;-27.754826
383;4315107;Porto Xavier;4315107;426;Cerro Largo;RS;Sul;Brasil;America do Sul;-55.143307;-27.932045
384;4315131;Pouso Novo;4315131;434;Lajeado-Estrela;RS;Sul;Brasil;America do Sul;-52.228577;-29.158373
385;4315156;Progresso;4315156;434;Lajeado-Estrela;RS;Sul;Brasil;America do Sul;-52.318974;-29.224419
386;4315172;Protásio Alves;4315172;431;Guapore;RS;Sul;Brasil;America do Sul;-51.487446;-28.73723
387;4315206;Putinga;4315206;431;Guapore;RS;Sul;Brasil;America do Sul;-52.14779;-29.028559
388;4315305;Quaraí;4315305;423;Campanha Ocidental;RS;Sul;Brasil;America do Sul;-56.152332;-30.279772
389;4315313;Quatro Irmãos;4315313;428;Erechim;RS;Sul;Brasil;America do Sul;-52.470947;-27.84307
390;4315321;Quevedos;4315321;447;Santiago;RS;Sul;Brasil;America do Sul;-54.06549;-29.30964
391;4315354;Quinze de Novembro;4315354;427;Cruz Alta;RS;Sul;Brasil;America do Sul;-53.11665;-28.75704
392;4315404;Redentora;4315404;452;Tres Passos;RS;Sul;Brasil;America do Sul;-53.633274;-27.57313
393;4315453;Relvado;4315453;434;Lajeado-Estrela;RS;Sul;Brasil;America do Sul;-52.06785;-29.118591
394;4315503;Restinga Sêca;4315503;442;Restinga Seca;RS;Sul;Brasil;America do Sul;-53.344128;-29.817719
395;4315552;Rio dos Índios;4315552;429;Frederico Westphalen;RS;Sul;Brasil;America do Sul;-52.879566;-27.252817
396;4315602;Rio Grande;4315602;435;Litoral Lagunar;RS;Sul;Brasil;America do Sul;-52.40458;-32.22007
397;4315701;Rio Pardo;4315701;419;Cachoeira do Sul;RS;Sul;Brasil;America do Sul;-52.436943;-30.022804
398;4315800;Roca Sales;4315800;434;Lajeado-Estrela;RS;Sul;Brasil;America do Sul;-51.829414;-29.256971
399;4315909;Rodeio Bonito;4315909;429;Frederico Westphalen;RS;Sul;Brasil;America do Sul;-53.170525;-27.463354
400;4315958;Rolador;4315958;448;Santo Angelo;RS;Sul;Brasil;America do Sul;-54.83444;-28.255173
401;4316105;Ronda Alta;4316105;439;Passo Fundo;RS;Sul;Brasil;America do Sul;-52.74941;-27.81123
402;4316204;Rondinha;4316204;429;Frederico Westphalen;RS;Sul;Brasil;America do Sul;-52.89297;-27.83251
403;4316303;Roque Gonzales;4316303;426;Cerro Largo;RS;Sul;Brasil;America do Sul;-55.088253;-28.059483
404;4316402;Rosário do Sul;4316402;421;Campanha Central;RS;Sul;Brasil;America do Sul;-55.110275;-30.325619
405;4316428;Sagrada Família;4316428;424;Carazinho;RS;Sul;Brasil;America do Sul;-53.131855;-27.707949
406;4316436;Saldanha Marinho;4316436;427;Cruz Alta;RS;Sul;Brasil;America do Sul;-53.09431;-28.386747
407;4316451;Salto do Jacuí;4316451;427;Cruz Alta;RS;Sul;Brasil;America do Sul;-53.254345;-29.068182
408;4316477;Salvador das Missões;4316477;426;Cerro Largo;RS;Sul;Brasil;America do Sul;-54.83173;-28.100159
409;4316501;Salvador do Sul;4316501;436;Montenegro;RS;Sul;Brasil;America do Sul;-51.53547;-29.45804
410;4316600;Sananduva;4316600;443;Sananduva;RS;Sul;Brasil;America do Sul;-51.80027;-27.957323
411;4316709;Santa Bárbara do Sul;4316709;427;Cruz Alta;RS;Sul;Brasil;America do Sul;-53.28452;-28.37385
412;4316733;Santa Cecília do Sul;4316733;439;Passo Fundo;RS;Sul;Brasil;America do Sul;-51.898403;-28.181208
413;4316758;Santa Clara do Sul;4316758;434;Lajeado-Estrela;RS;Sul;Brasil;America do Sul;-52.131786;-29.453684
414;4316808;Santa Cruz do Sul;4316808;444;Santa Cruz do Sul;RS;Sul;Brasil;America do Sul;-52.407238;-29.646643
415;4316907;Santa Maria;4316907;445;Santa Maria;RS;Sul;Brasil;America do Sul;-53.82503;-29.784973
416;4316972;Santa Margarida do Sul;4316972;421;Campanha Central;RS;Sul;Brasil;America do Sul;-54.097717;-30.37106
417;4317004;Santana da Boa Vista;4317004;450;Serras de Sudeste;RS;Sul;Brasil;America do Sul;-53.177002;-30.81704
418;4317103;Santana do Livramento;4317103;421;Campanha Central;RS;Sul;Brasil;America do Sul;-55.561672;-30.73881
419;4317202;Santa Rosa;4317202;446;Santa Rosa;RS;Sul;Brasil;America do Sul;-54.497055;-27.864492
420;4317251;Santa Tereza;4317251;425;Caxias do Sul;RS;Sul;Brasil;America do Sul;-51.710823;-29.163864
421;4317301;Santa Vitória do Palmar;4317301;435;Litoral Lagunar;RS;Sul;Brasil;America do Sul;-53.007214;-33.1635
422;4317400;Santiago;4317400;447;Santiago;RS;Sul;Brasil;America do Sul;-54.79636;-29.127235
423;4317509;Santo Ângelo;4317509;448;Santo Angelo;RS;Sul;Brasil;America do Sul;-54.297516;-28.250711
424;4317558;Santo Antônio do Palma;4317558;439;Passo Fundo;RS;Sul;Brasil;America do Sul;-52.00864;-28.495604
425;4317707;Santo Antônio das Missões;4317707;448;Santo Angelo;RS;Sul;Brasil;America do Sul;-55.426037;-28.493956
426;4317756;Santo Antônio do Planalto;4317756;424;Carazinho;RS;Sul;Brasil;America do Sul;-52.681465;-28.365093
427;4317806;Santo Augusto;4317806;432;Ijui;RS;Sul;Brasil;America do Sul;-53.75598;-27.90321
428;4317905;Santo Cristo;4317905;446;Santa Rosa;RS;Sul;Brasil;America do Sul;-54.710846;-27.798336
429;4317954;Santo Expedito do Sul;4317954;443;Sananduva;RS;Sul;Brasil;America do Sul;-51.661224;-27.923075
430;4318002;São Borja;4318002;423;Campanha Ocidental;RS;Sul;Brasil;America do Sul;-55.796577;-28.746689
431;4318051;São Domingos do Sul;4318051;439;Passo Fundo;RS;Sul;Brasil;America do Sul;-51.86781;-28.538351
432;4318101;São Francisco de Assis;4318101;423;Campanha Ocidental;RS;Sul;Brasil;America do Sul;-55.13118;-29.447918
433;4318309;São Gabriel;4318309;421;Campanha Central;RS;Sul;Brasil;America do Sul;-54.36366;-30.305782
434;4318408;São Jerônimo;4318408;449;Sao Jeronimo;RS;Sul;Brasil;America do Sul;-51.91172;-30.290363
435;4318424;São João da Urtiga;4318424;443;Sananduva;RS;Sul;Brasil;America do Sul;-51.83467;-27.79765
436;4318432;São João do Polêsine;4318432;442;Restinga Seca;RS;Sul;Brasil;America do Sul;-53.470512;-29.642097
437;4318440;São Jorge;4318440;431;Guapore;RS;Sul;Brasil;America do Sul;-51.715866;-28.501226
438;4318457;São José das Missões;4318457;424;Carazinho;RS;Sul;Brasil;America do Sul;-53.13171;-27.794853
439;4318465;São José do Herval;4318465;451;Soledade;RS;Sul;Brasil;America do Sul;-52.27456;-29.065031
440;4318499;São José do Inhacorá;4318499;446;Santa Rosa;RS;Sul;Brasil;America do Sul;-54.123924;-27.738771
441;4318606;São José do Ouro;4318606;443;Sananduva;RS;Sul;Brasil;America do Sul;-51.56038;-27.772404
442;4318614;São José do Sul;4318614;436;Montenegro;RS;Sul;Brasil;America do Sul;-51.48439;-29.54836
443;4318804;São Lourenço do Sul;4318804;440;Pelotas;RS;Sul;Brasil;America do Sul;-52.122555;-31.234486
444;4318903;São Luiz Gonzaga;4318903;448;Santo Angelo;RS;Sul;Brasil;America do Sul;-54.89092;-28.418453
445;4319109;São Martinho;4319109;452;Tres Passos;RS;Sul;Brasil;America do Sul;-53.953407;-27.729132
446;4319125;São Martinho da Serra;4319125;445;Santa Maria;RS;Sul;Brasil;America do Sul;-53.88628;-29.474808
447;4319158;São Miguel das Missões;4319158;448;Santo Angelo;RS;Sul;Brasil;America do Sul;-54.521523;-28.673111
448;4319208;São Nicolau;4319208;448;Santo Angelo;RS;Sul;Brasil;America do Sul;-55.248123;-28.203121
449;4319307;São Paulo das Missões;4319307;426;Cerro Largo;RS;Sul;Brasil;America do Sul;-54.975376;-27.988853
